unique_id,study_program,study_level,time_to_job_after_graduation,current_status,job_title,degree_required_for_job,career_prep_talked_faculty,career_prep_attended_fair,career_prep_worked_in_field,career_prep_used_career_services,other_courses_to_take,other_courses_to_take.1,alumni_registered,alumni_interest_info
363365,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
363376,OTHER,1,,1,early_others,,0,0,0,0,OTHER,OTHER,,
363387,OTHER,0,,1,senior_executives,1,,,,,BM,OTHER,,
363398,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
363409,OTHER,1,,0,early_others,,1,0,0,0,BM,OTHER,,
363420,OTHER,0,,1,early_others,,,,,,OTHER,OTHER,,
363431,OTHER,1,,0,early_others,,0,0,0,0,CDQ,OTHER,,
363442,OTHER,1,,0,early_others,,1,0,1,0,OTHER,LPS,,
363453,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
363464,OTHER,1,0.5,1,early_others,0,0,0,1,1,OTHER,OTHER,,
363475,OTHER,1,,0,early_others,,1,1,0,0,OTHER,OTHER,,
363486,OTHER,1,,0,early_others,,1,0,0,0,LPS,OTHER,,
363497,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
363508,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
363519,OTHER,1,0.25,1,senior_executives,0,0,1,0,0,OTHER,LPS,,
363530,OTHER,1,0.25,1,early_others,0,0,0,0,1,OTHER,BM,,
363541,OTHER,1,0.25,1,early_others,0,0,0,0,1,OTHER,BM,,
363552,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
363563,OTHER,1,Other,1,technical_professional,0,0,0,1,0,CDQ,OTHER,,
363574,OTHER,1,,0,early_others,,0,1,1,0,OTHER,OTHER,,
363585,OTHER,1,0.25,1,technical_professional,0,0,0,1,0,CDQ,OTHER,,
363596,OTHER,1,,0,early_others,,0,1,0,0,OTHER,OTHER,,
363607,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
363618,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
363629,CDQ,1,,0,early_others,,0,0,0,1,OTHER,OTHER,,
363640,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
363651,OTHER,1,0.25,1,admin_sales,1,0,1,0,1,CDQ,OTHER,,
363662,OTHER,1,,0,early_others,,0,1,0,0,OTHER,OTHER,,
363673,OTHER,1,,0,early_others,,1,0,0,0,OTHER,LPS,,
363684,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
363695,OTHER,1,0.25,1,admin_sales,0,1,1,1,0,OTHER,LPS,,
363706,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
363717,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
363728,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
363739,OTHER,1,,1,early_others,,0,0,0,0,OTHER,OTHER,,
363750,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
363761,OTHER,1,0.25,1,technical_professional,1,0,0,1,1,OTHER,OTHER,,
363772,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
363783,OTHER,1,,0,early_others,,0,0,1,0,BM,OTHER,,
363794,OTHER,1,,0,early_others,,0,0,0,0,CDQ,OTHER,,
363805,OTHER,1,,0,early_others,,0,0,0,0,OTHER,LPS,,
363816,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
363827,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
363838,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
363849,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
363860,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
363871,OTHER,1,,1,early_others,,1,1,1,0,CDQ,OTHER,,
363882,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
363893,OTHER,1,,0,early_others,,1,0,0,0,OTHER,CDQ,,
363904,OTHER,1,,,early_others,,0,0,1,0,OTHER,OTHER,,
363915,OTHER,1,Other,1,admin_sales,0,0,0,1,0,OTHER,CDQ,,
363926,OTHER,1,,0,early_others,,0,1,0,0,OTHER,OTHER,,
363937,OTHER,1,Other,1,early_others,0,0,0,1,0,LPS,OTHER,,
363948,OTHER,1,,,early_others,,0,0,1,0,OTHER,OTHER,,
363959,OTHER,1,,0,early_others,,0,0,1,1,OTHER,OTHER,,
363970,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
363981,OTHER,1,Other,1,admin_sales,1,0,0,1,0,LPS,OTHER,,
363992,OTHER,1,Other,1,senior_executives,0,0,0,1,0,LPS,OTHER,,
364003,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364014,OTHER,1,,0,early_others,,0,1,0,0,OTHER,OTHER,,
364025,OTHER,1,,0,early_others,,0,0,0,0,BM,OTHER,,
364036,OTHER,1,,1,early_others,,0,0,1,0,CDQ,OTHER,,
364047,OTHER,1,,,early_others,,0,0,0,0,OTHER,OTHER,,
364058,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
364069,OTHER,1,,0,early_others,,0,1,0,1,OTHER,OTHER,,
364080,OTHER,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,,
364091,OTHER,1,0.25,1,technical_professional,0,0,1,1,1,OTHER,OTHER,,
364102,OTHER,1,,0,early_others,,0,0,1,1,LPS,OTHER,,
364113,OTHER,1,0.25,1,admin_sales,0,0,0,1,0,OTHER,LPS,,
364124,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
364135,OTHER,1,0.25,1,early_others,0,0,0,0,1,OTHER,OTHER,,
364146,OTHER,1,,1,early_others,,0,0,0,1,OTHER,OTHER,,
364157,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364168,OTHER,0,,1,senior_executives,0,,,,,BM,OTHER,,
364179,OTHER,1,0.25,1,early_others,1,1,0,1,0,OTHER,BM,,
364190,OTHER,1,,1,early_others,,0,1,0,0,OTHER,OTHER,,
364201,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
364212,OTHER,1,0.5,1,technical_professional,1,0,0,1,0,OTHER,OTHER,,
364223,OTHER,1,,0,early_others,,0,0,1,1,LPS,OTHER,,
364234,OTHER,1,,0,early_others,,0,1,0,0,OTHER,LPS,,
364245,OTHER,1,0.25,1,technical_professional,0,0,1,1,0,CDQ,OTHER,,
364256,OTHER,1,0.25,1,early_others,1,0,0,0,0,CDQ,OTHER,,
364267,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364278,OTHER,1,,0,early_others,,0,1,0,0,OTHER,BM,,
364289,OTHER,1,,0,early_others,,1,1,0,0,OTHER,OTHER,,
364300,OTHER,1,,0,early_others,,1,0,1,0,OTHER,OTHER,,
364311,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
364322,OTHER,0,,,early_others,,,,,,OTHER,OTHER,,
364333,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
364344,OTHER,1,,0,early_others,,0,0,0,0,BM,OTHER,,
364355,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364366,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364377,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
364388,OTHER,1,,0,early_others,,1,0,1,0,OTHER,OTHER,,
364399,OTHER,1,,0,early_others,,0,0,0,0,LPS,OTHER,,
364410,OTHER,1,,0,early_others,,1,1,1,1,BM,OTHER,,
364421,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364432,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
364443,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364454,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364465,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364476,OTHER,0,,1,senior_executives,0,,,,,OTHER,OTHER,,
364487,OTHER,1,,0,early_others,,0,1,1,0,BM,OTHER,,
364498,OTHER,0,,1,early_others,0,,,,,OTHER,OTHER,,
364509,OTHER,1,,0,early_others,,0,1,0,0,OTHER,OTHER,,
364520,OTHER,0,,1,senior_executives,1,,,,,OTHER,OTHER,,
364531,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364542,OTHER,1,0.5,1,technical_professional,1,1,0,1,0,OTHER,BM,,
364553,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
364564,OTHER,0,,1,early_others,,,,,,OTHER,OTHER,,
364575,OTHER,1,,0,early_others,,1,1,0,0,BM,OTHER,,
364586,CDQ,1,,,early_others,,0,0,0,0,OTHER,OTHER,,
364597,OTHER,1,,0,early_others,,0,1,1,0,CDQ,OTHER,,
364608,OTHER,1,,0,early_others,,0,0,1,0,BM,OTHER,,
364619,OTHER,1,0.25,1,early_others,1,1,1,1,1,OTHER,BM,,
364630,OTHER,1,,0,early_others,,0,0,0,0,CDQ,OTHER,,
364641,OTHER,1,0.25,1,technical_professional,0,1,0,1,0,BM,OTHER,,
364652,OTHER,1,0.25,1,technical_professional,1,1,1,1,1,BM,OTHER,,
364663,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364674,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
364685,OTHER,1,,0,early_others,,1,1,1,1,OTHER,OTHER,,
364696,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
364707,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
364718,OTHER,1,,0,early_others,,0,1,0,0,OTHER,OTHER,,
364729,OTHER,1,,1,early_others,,0,0,0,1,OTHER,OTHER,,
364740,OTHER,1,Other,1,technical_professional,1,1,1,1,0,BM,OTHER,,
364751,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
364762,OTHER,1,0.25,1,technical_professional,0,1,1,1,0,BM,OTHER,,
364773,OTHER,1,,0,early_others,,1,0,1,0,OTHER,OTHER,,
364784,OTHER,1,Other,1,early_others,1,0,0,1,0,OTHER,LPS,,
364795,OTHER,1,,1,early_others,,0,0,0,0,OTHER,OTHER,,
364806,OTHER,1,0.25,1,technical_professional,1,1,1,1,1,BM,OTHER,,
364817,OTHER,1,,0,early_others,,0,0,1,1,OTHER,OTHER,,
364828,OTHER,1,Other,1,technical_professional,1,1,1,1,1,OTHER,BM,,
364839,OTHER,1,0.25,1,technical_professional,1,0,0,1,0,BM,OTHER,,
364850,OTHER,1,0.5,1,early_others,1,0,1,1,0,CDQ,OTHER,,
364861,OTHER,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,BM,,
364872,OTHER,1,0.25,1,technical_professional,1,0,1,1,0,BM,OTHER,,
364883,OTHER,1,,0,early_others,,0,1,0,1,CDQ,OTHER,,
364894,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364905,OTHER,1,,0,early_others,,0,1,0,0,OTHER,OTHER,,
364916,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364927,OTHER,1,0.25,1,admin_sales,1,0,0,0,1,OTHER,BM,,
364938,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
364949,OTHER,1,,0,early_others,,0,0,0,1,BM,OTHER,,
364960,OTHER,1,0.25,1,early_others,1,0,0,1,0,BM,OTHER,,
364971,OTHER,1,0.25,1,early_others,0,0,0,0,0,OTHER,OTHER,,
364982,OTHER,1,0.5,1,technical_professional,1,0,0,1,0,CDQ,OTHER,,
364993,OTHER,0,,1,technical_professional,0,,,,,OTHER,OTHER,,
365004,OTHER,1,Other,1,technical_professional,1,0,1,0,1,BM,OTHER,,
365015,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365026,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
365037,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
365048,OTHER,0,,0,early_others,,,,,,OTHER,OTHER,,
365059,OTHER,1,Other,1,admin_sales,1,0,0,1,0,OTHER,OTHER,,
365070,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
365081,OTHER,1,0.25,1,technical_professional,1,1,0,1,0,OTHER,OTHER,,
365092,OTHER,0,,1,admin_sales,1,,,,,OTHER,OTHER,,
365103,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365114,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365125,OTHER,1,,1,early_others,,0,0,0,0,OTHER,OTHER,,
365136,OTHER,1,,0,early_others,,0,0,0,1,OTHER,OTHER,,
365147,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
365158,OTHER,1,,0,early_others,,0,0,0,0,OTHER,LPS,,
365169,OTHER,1,0.25,1,technical_professional,1,0,0,0,0,BM,OTHER,,
365180,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365191,OTHER,0,,1,senior_executives,1,,,,,OTHER,OTHER,,
365202,OTHER,1,,0,early_others,,0,0,1,0,OTHER,CDQ,,
365213,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
365224,OTHER,1,,0,early_others,,0,0,1,1,BM,OTHER,,
365235,OTHER,1,0.5,1,technical_professional,1,1,1,0,1,BM,OTHER,,
365246,OTHER,1,0.25,1,admin_sales,1,0,0,1,0,BM,OTHER,,
365257,OTHER,1,,1,early_others,,1,0,1,0,OTHER,OTHER,,
365268,OTHER,1,,0,early_others,,1,0,0,1,OTHER,OTHER,,
365279,OTHER,1,,0,early_others,,0,0,0,1,OTHER,OTHER,,
365290,OTHER,1,,0,early_others,,1,0,0,0,BM,OTHER,,
365301,OTHER,1,,0,early_others,,0,0,1,0,OTHER,BM,,
365312,OTHER,1,0.25,1,admin_sales,1,1,0,1,0,OTHER,OTHER,,
365323,OTHER,1,,0,early_others,,0,0,0,1,OTHER,BM,,
365334,OTHER,1,,0,early_others,,0,0,0,1,OTHER,OTHER,,
365345,OTHER,1,,0,early_others,,0,1,1,0,OTHER,OTHER,,
365356,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
365367,OTHER,1,,0,early_others,,0,0,0,0,LPS,OTHER,,
365378,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
365389,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
365400,OTHER,1,,0,early_others,,0,0,0,0,BM,OTHER,,
365411,OTHER,1,,0,early_others,,0,0,1,0,OTHER,CDQ,,
365422,OTHER,1,,0,early_others,,1,0,1,0,OTHER,OTHER,,
365433,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365444,OTHER,1,0.5,1,technical_professional,1,0,1,0,0,BM,OTHER,,
365455,OTHER,1,0.5,1,technical_professional,1,0,1,0,0,BM,OTHER,,
365466,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365477,OTHER,1,,0,early_others,,0,0,1,0,OTHER,CDQ,,
365488,OTHER,1,0.25,1,early_others,1,1,1,1,1,OTHER,OTHER,,
365499,OTHER,1,0.25,1,technical_professional,1,0,1,1,0,OTHER,CDQ,,
365510,OTHER,1,,0,early_others,,0,1,1,0,OTHER,CDQ,,
365521,OTHER,1,0.5,1,technical_professional,1,0,1,0,0,BM,OTHER,,
365532,OTHER,1,,1,early_others,,0,0,1,0,OTHER,OTHER,,
365543,OTHER,1,,0,early_others,,0,0,0,1,BM,OTHER,,
365554,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365565,OTHER,1,0.25,1,early_others,1,1,1,1,1,OTHER,OTHER,,
365576,OTHER,1,,1,early_others,,0,0,1,1,OTHER,OTHER,,
365587,OTHER,1,,,early_others,,0,0,0,0,OTHER,OTHER,,
365598,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365609,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365620,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
365631,OTHER,1,,0,early_others,,1,0,0,0,OTHER,BM,,
365642,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365653,OTHER,1,,0,early_others,,1,0,0,0,OTHER,OTHER,,
365664,OTHER,1,,0,early_others,,1,1,1,1,BM,OTHER,,
365675,OTHER,1,Other,1,technical_professional,0,1,0,1,0,CDQ,OTHER,,
365686,OTHER,1,,0,early_others,,0,1,0,0,CDQ,OTHER,,
365697,OTHER,1,Other,1,technical_professional,1,1,0,1,0,BM,OTHER,,
365708,OTHER,1,,0,early_others,,0,0,0,0,OTHER,BM,,
365719,OTHER,1,0.5,1,technical_professional,1,0,0,0,1,BM,OTHER,,
365730,OTHER,1,0.25,1,admin_sales,1,0,1,1,1,BM,OTHER,,
365741,OTHER,1,0.5,1,technical_professional,1,0,0,1,0,CDQ,OTHER,,
365752,OTHER,1,,0,early_others,,1,1,1,1,BM,OTHER,,
365763,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365774,OTHER,1,0.25,1,early_others,1,0,0,1,0,BM,OTHER,,
365785,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365796,OTHER,1,0.25,1,admin_sales,0,1,0,0,0,OTHER,CDQ,,
365807,OTHER,1,,0,early_others,,1,1,1,0,OTHER,OTHER,,
365818,OTHER,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,,
365829,OTHER,1,,1,early_others,,0,0,1,0,OTHER,OTHER,,
365840,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365851,OTHER,1,Other,1,senior_executives,1,0,0,1,0,OTHER,OTHER,,
365862,OTHER,1,,0,early_others,,0,0,1,1,BM,OTHER,,
365873,OTHER,1,0.25,1,early_others,1,0,0,1,0,OTHER,OTHER,,
365884,OTHER,1,,1,early_others,,0,1,1,0,OTHER,OTHER,,
365895,OTHER,1,,0,early_others,,0,0,0,0,OTHER,BM,,
365906,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
365917,OTHER,1,,0,early_others,,0,1,0,0,BM,OTHER,,
365928,OTHER,1,,0,early_others,,0,0,0,1,BM,OTHER,,
365939,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
365950,OTHER,1,,0,early_others,,0,1,0,1,BM,OTHER,,
365961,OTHER,1,0.25,1,technical_professional,0,1,0,0,0,BM,OTHER,,
365972,OTHER,1,0.25,1,early_others,1,0,0,1,0,OTHER,OTHER,,
365983,OTHER,1,,0,early_others,,0,1,0,0,OTHER,OTHER,,
365994,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366005,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366016,OTHER,0,,1,technical_professional,0,,,,,CDQ,OTHER,,
366027,OTHER,1,Other,1,technical_professional,1,0,1,1,0,BM,OTHER,,
366038,OTHER,1,,0,early_others,,0,0,1,0,BM,OTHER,,
366049,OTHER,1,0.5,1,admin_sales,0,1,0,0,1,BM,OTHER,,
366060,OTHER,1,,0,early_others,,0,1,1,0,CDQ,OTHER,,
366071,OTHER,1,0.25,1,admin_sales,0,0,0,1,0,OTHER,OTHER,,
366082,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
366093,OTHER,1,,0,early_others,,0,0,0,0,BM,OTHER,,
366104,OTHER,1,,0,early_others,,0,1,1,0,OTHER,OTHER,,
366115,OTHER,1,0.25,1,senior_executives,0,1,0,0,0,LPS,OTHER,,
366126,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366137,OTHER,1,,0,early_others,,0,0,0,0,BM,OTHER,,
366148,OTHER,1,,0,early_others,,0,1,0,1,OTHER,OTHER,,
366159,OTHER,1,0.25,1,early_others,0,0,0,1,0,OTHER,LPS,,
366170,OTHER,0,,1,senior_executives,0,,,,,OTHER,OTHER,,
366181,OTHER,1,,1,early_others,,0,0,1,0,OTHER,BM,,
366192,OTHER,1,,0,early_others,,0,1,1,0,OTHER,BM,,
366203,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
366214,OTHER,1,,0,early_others,,0,0,0,1,BM,OTHER,,
366225,OTHER,0,,1,senior_executives,1,,,,,BM,OTHER,,
366236,OTHER,0,,1,technical_professional,1,,,,,OTHER,OTHER,,
366247,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366258,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
366269,OTHER,1,0.25,1,technical_professional,1,1,0,0,1,BM,OTHER,,
366280,OTHER,1,0.25,1,early_others,1,0,1,0,0,OTHER,OTHER,,
366291,OTHER,1,,0,early_others,,0,0,0,0,BM,OTHER,,
366302,OTHER,1,Other,1,early_others,0,1,1,1,0,OTHER,OTHER,,
366313,OTHER,0,,1,senior_executives,1,,,,,OTHER,OTHER,,
366324,OTHER,1,0.25,1,early_others,0,1,0,1,1,OTHER,OTHER,,
366335,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
366346,OTHER,1,0.25,1,technical_professional,1,1,0,0,1,BM,OTHER,,
366357,OTHER,1,,0,early_others,,0,0,0,0,OTHER,BM,,
366368,OTHER,0,,1,early_others,1,,,,,BM,OTHER,,
366379,OTHER,1,,1,early_others,,1,0,0,0,CDQ,OTHER,,
366390,BM,1,0.25,1,early_others,1,0,0,1,0,BM,OTHER,,
366401,OTHER,1,,0,early_others,,1,1,1,1,CDQ,OTHER,,
366412,OTHER,1,0.25,1,early_others,1,0,1,0,0,OTHER,OTHER,,
366423,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
366434,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366445,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
366456,OTHER,1,,0,early_others,,1,0,0,1,OTHER,OTHER,,
366467,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
366478,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366489,OTHER,1,Other,1,technical_professional,1,0,1,1,0,BM,OTHER,,
366500,OTHER,1,,0,early_others,,1,1,1,1,BM,OTHER,,
366511,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
366522,OTHER,1,0.25,1,admin_sales,1,0,0,1,0,OTHER,BM,,
366533,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
366544,OTHER,1,,0,early_others,,0,0,0,0,BM,OTHER,,
366555,OTHER,1,,0,early_others,,1,0,0,1,OTHER,OTHER,,
366566,OTHER,0,,1,senior_executives,0,,,,,BM,OTHER,,
366577,OTHER,1,Other,1,admin_sales,0,1,1,1,1,CDQ,OTHER,,
366588,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366599,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366610,OTHER,1,Other,1,technical_professional,0,0,0,1,0,OTHER,LPS,,
366621,OTHER,0,,1,technical_professional,1,,,,,OTHER,OTHER,,
366632,OTHER,1,,0,early_others,,1,0,0,0,OTHER,LPS,,
366643,OTHER,1,,1,early_others,,1,0,1,0,OTHER,OTHER,,
366654,OTHER,1,,0,early_others,,0,0,1,0,BM,OTHER,,
366665,OTHER,1,,0,early_others,,0,1,0,0,OTHER,OTHER,,
366676,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366687,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366698,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
366709,OTHER,1,,0,early_others,,0,0,0,0,CDQ,OTHER,,
366720,OTHER,1,0.25,1,admin_sales,1,1,1,0,1,OTHER,BM,,
366731,OTHER,1,,0,early_others,,0,1,1,0,OTHER,OTHER,,
366742,OTHER,1,0.25,1,technical_professional,1,1,1,1,0,CDQ,OTHER,,
366753,OTHER,1,,0,early_others,,1,1,0,1,BM,OTHER,,
366764,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366775,OTHER,1,,0,early_others,,0,0,0,0,CDQ,OTHER,,
366786,OTHER,1,,1,early_others,,0,1,0,0,BM,OTHER,,
366797,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
366808,OTHER,1,0.25,1,early_others,1,0,0,0,0,OTHER,OTHER,,
366819,OTHER,1,0.25,1,early_others,1,0,1,1,0,BM,OTHER,,
366830,OTHER,1,,0,early_others,,0,0,1,0,OTHER,CDQ,,
366841,OTHER,1,,0,early_others,,0,0,1,0,OTHER,CDQ,,
366852,OTHER,1,0.25,1,senior_executives,0,0,1,1,0,OTHER,OTHER,,
366863,OTHER,1,0.25,1,senior_executives,0,0,0,1,0,OTHER,OTHER,,
366874,OTHER,1,,0,early_others,,1,1,0,0,OTHER,OTHER,,
366885,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
366896,OTHER,1,,0,early_others,,1,1,1,0,OTHER,OTHER,,
366907,OTHER,1,,,early_others,,0,0,0,0,OTHER,OTHER,,
366918,OTHER,1,,0,early_others,,1,1,1,1,OTHER,OTHER,,
366929,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
366940,OTHER,1,,0,early_others,,0,1,0,0,CDQ,OTHER,,
366951,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366962,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
366973,OTHER,1,,0,early_others,,0,0,0,0,OTHER,LPS,,
366984,OTHER,1,0.25,1,technical_professional,1,1,1,1,1,CDQ,OTHER,,
366995,OTHER,1,Other,1,admin_sales,1,0,0,1,0,OTHER,OTHER,,
367006,OTHER,1,,0,early_others,,0,0,0,0,BM,OTHER,,
367017,OTHER,1,,0,early_others,,0,0,0,0,OTHER,CDQ,,
367028,OTHER,1,,0,early_others,,0,0,0,0,OTHER,OTHER,,
367039,OTHER,1,,0,early_others,,0,0,0,0,OTHER,BM,,
367050,OTHER,1,,0,early_others,,0,0,0,1,OTHER,BM,,
367061,OTHER,0,,1,early_others,0,,,,,OTHER,OTHER,,
367072,OTHER,1,,0,early_others,,1,0,0,0,LPS,OTHER,,
367083,OTHER,1,,0,early_others,,0,0,0,0,OTHER,LPS,,
367094,OTHER,1,,0,early_others,,0,0,0,1,OTHER,OTHER,,
367105,OTHER,1,,0,early_others,,0,0,0,0,CDQ,OTHER,,
367116,OTHER,1,0.25,1,early_others,1,1,0,0,0,BM,OTHER,,
367127,OTHER,1,,0,early_others,,0,0,0,1,OTHER,OTHER,,
367138,OTHER,1,,0,early_others,,0,0,1,0,OTHER,BM,,
367149,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
367160,OTHER,1,,0,early_others,,0,1,1,0,OTHER,OTHER,,
367171,OTHER,0,,1,senior_executives,1,,,,,CDQ,OTHER,,
367182,OTHER,1,,0,early_others,,1,0,0,0,OTHER,OTHER,,
367193,OTHER,1,0.25,1,early_others,1,0,1,1,1,BM,OTHER,,
367204,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
367215,OTHER,1,0.25,1,technical_professional,0,0,0,1,0,BM,OTHER,,
367226,OTHER,1,,,early_others,,,,,,OTHER,OTHER,,
367237,OTHER,1,,0,early_others,,0,0,1,0,BM,OTHER,,
367248,OTHER,1,0.25,1,technical_professional,1,1,1,1,0,CDQ,OTHER,,
367259,OTHER,1,,0,early_others,,0,0,0,1,BM,OTHER,,
367270,OTHER,,,,early_others,,,,,,OTHER,OTHER,,
367281,OTHER,1,0.25,1,technical_professional,1,0,0,1,0,CDQ,OTHER,,
367292,OTHER,1,,0,early_others,,1,0,0,1,CDQ,OTHER,,
367303,OTHER,1,,0,early_others,,0,0,1,0,OTHER,OTHER,,
367314,OTHER,1,0.25,1,technical_professional,1,0,0,1,0,BM,OTHER,,
367325,OTHER,1,,0,early_others,,1,0,1,0,CDQ,OTHER,,
367336,OTHER,1,,0,early_others,,1,0,0,0,LPS,OTHER,,
367347,OTHER,1,,0,early_others,,0,0,0,1,CDQ,OTHER,,
367358,OTHER,1,0.25,1,technical_professional,1,0,1,1,0,CDQ,OTHER,,
367369,OTHER,1,Other,1,technical_professional,1,0,0,1,0,BM,OTHER,,
367380,OTHER,1,,0,early_others,,1,0,1,0,LPS,OTHER,,
367391,OTHER,1,0.5,1,early_others,0,0,0,0,0,BM,OTHER,,
367402,OTHER,1,0.25,1,technical_professional,1,0,0,1,0,OTHER,OTHER,,
