unique_id,Graduation_year,study_level,job_title,Industry,School,study_program,time_to_job_after_graduation,current_status,degree_required_for_job,career_prep_talked_faculty,career_prep_attended_fair,career_prep_worked_in_field,career_prep_used_career_services,other_courses_to_take,other_courses_to_take.1,alumni_registered,alumni_interest_info
363805,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,LPS,,
363816,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
363827,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
363838,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
363849,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
363860,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
363871,,1,early_others,,,OTHER,,1,,1,1,1,0,CDQ,OTHER,,
363882,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
363893,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,CDQ,,
363904,,1,early_others,,,OTHER,,,,0,0,1,0,OTHER,OTHER,,
363915,,1,admin_sales,,,OTHER,Other,1,0,0,0,1,0,OTHER,CDQ,,
363926,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,,
363937,,1,early_others,,,OTHER,Other,1,0,0,0,1,0,LPS,OTHER,,
363948,,1,early_others,,,OTHER,,,,0,0,1,0,OTHER,OTHER,,
363959,,1,early_others,,,OTHER,,0,,0,0,1,1,OTHER,OTHER,,
363970,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
363981,,1,admin_sales,,,OTHER,Other,1,1,0,0,1,0,LPS,OTHER,,
363992,,1,senior_executives,,,OTHER,Other,1,0,0,0,1,0,LPS,OTHER,,
364003,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364014,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,,
364025,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
364036,,1,early_others,,,OTHER,,1,,0,0,1,0,CDQ,OTHER,,
364047,,1,early_others,,,OTHER,,,,0,0,0,0,OTHER,OTHER,,
364058,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364069,,1,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,,
364080,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,OTHER,OTHER,,
364091,,1,technical_professional,,,OTHER,0.25,1,0,0,1,1,1,OTHER,OTHER,,
364102,,1,early_others,,,OTHER,,0,,0,0,1,1,LPS,OTHER,,
364113,,1,admin_sales,,,OTHER,0.25,1,0,0,0,1,0,OTHER,LPS,,
364124,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364135,,1,early_others,,,OTHER,0.25,1,0,0,0,0,1,OTHER,OTHER,,
364146,,1,early_others,,,OTHER,,1,,0,0,0,1,OTHER,OTHER,,
364157,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364168,,0,senior_executives,,,OTHER,,1,0,,,,,BM,OTHER,,
364179,,1,early_others,,,OTHER,0.25,1,1,1,0,1,0,OTHER,BM,,
364190,,1,early_others,,,OTHER,,1,,0,1,0,0,OTHER,OTHER,,
364201,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
364212,,1,technical_professional,,,OTHER,0.5,1,1,0,0,1,0,OTHER,OTHER,,
364223,,1,early_others,,,OTHER,,0,,0,0,1,1,LPS,OTHER,,
364234,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,LPS,,
364245,,1,technical_professional,,,OTHER,0.25,1,0,0,1,1,0,CDQ,OTHER,,
364256,,1,early_others,,,OTHER,0.25,1,1,0,0,0,0,CDQ,OTHER,,
364267,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364278,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,BM,,
364289,,1,early_others,,,OTHER,,0,,1,1,0,0,OTHER,OTHER,,
364300,,1,early_others,,,OTHER,,0,,1,0,1,0,OTHER,OTHER,,
364311,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
364322,,0,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364333,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
364344,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
364355,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364366,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364377,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
364388,,1,early_others,,,OTHER,,0,,1,0,1,0,OTHER,OTHER,,
364399,,1,early_others,,,OTHER,,0,,0,0,0,0,LPS,OTHER,,
364410,,1,early_others,,,OTHER,,0,,1,1,1,1,BM,OTHER,,
364421,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364432,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364443,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364454,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364465,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364476,,0,senior_executives,,,OTHER,,1,0,,,,,OTHER,OTHER,,
364487,,1,early_others,,,OTHER,,0,,0,1,1,0,BM,OTHER,,
364498,,0,early_others,,,OTHER,,1,0,,,,,OTHER,OTHER,,
364509,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,,
364520,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
364531,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364542,,1,technical_professional,,,OTHER,0.5,1,1,1,0,1,0,OTHER,BM,,
364553,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
364564,,0,early_others,,,OTHER,,1,,,,,,OTHER,OTHER,,
364575,,1,early_others,,,OTHER,,0,,1,1,0,0,BM,OTHER,,
364586,,1,early_others,,,CDQ,,,,0,0,0,0,OTHER,OTHER,,
364597,,1,early_others,,,OTHER,,0,,0,1,1,0,CDQ,OTHER,,
364608,,1,early_others,,,OTHER,,0,,0,0,1,0,BM,OTHER,,
364619,,1,early_others,,,OTHER,0.25,1,1,1,1,1,1,OTHER,BM,,
364630,,1,early_others,,,OTHER,,0,,0,0,0,0,CDQ,OTHER,,
364641,,1,technical_professional,,,OTHER,0.25,1,0,1,0,1,0,BM,OTHER,,
364652,,1,technical_professional,,,OTHER,0.25,1,1,1,1,1,1,BM,OTHER,,
364663,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364674,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364685,,1,early_others,,,OTHER,,0,,1,1,1,1,OTHER,OTHER,,
364696,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
364707,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
364718,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,,
364729,,1,early_others,,,OTHER,,1,,0,0,0,1,OTHER,OTHER,,
364740,,1,technical_professional,,,OTHER,Other,1,1,1,1,1,0,BM,OTHER,,
364751,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
364762,,1,technical_professional,,,OTHER,0.25,1,0,1,1,1,0,BM,OTHER,,
364773,,1,early_others,,,OTHER,,0,,1,0,1,0,OTHER,OTHER,,
364784,,1,early_others,,,OTHER,Other,1,1,0,0,1,0,OTHER,LPS,,
364795,,1,early_others,,,OTHER,,1,,0,0,0,0,OTHER,OTHER,,
364806,,1,technical_professional,,,OTHER,0.25,1,1,1,1,1,1,BM,OTHER,,
364817,,1,early_others,,,OTHER,,0,,0,0,1,1,OTHER,OTHER,,
364828,,1,technical_professional,,,OTHER,Other,1,1,1,1,1,1,OTHER,BM,,
364839,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,BM,OTHER,,
364850,,1,early_others,,,OTHER,0.5,1,1,0,1,1,0,CDQ,OTHER,,
364861,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,OTHER,BM,,
364872,,1,technical_professional,,,OTHER,0.25,1,1,0,1,1,0,BM,OTHER,,
364883,,1,early_others,,,OTHER,,0,,0,1,0,1,CDQ,OTHER,,
364894,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364905,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,,
364916,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364927,,1,admin_sales,,,OTHER,0.25,1,1,0,0,0,1,OTHER,BM,,
364938,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
364949,,1,early_others,,,OTHER,,0,,0,0,0,1,BM,OTHER,,
364960,,1,early_others,,,OTHER,0.25,1,1,0,0,1,0,BM,OTHER,,
364971,,1,early_others,,,OTHER,0.25,1,0,0,0,0,0,OTHER,OTHER,,
364982,,1,technical_professional,,,OTHER,0.5,1,1,0,0,1,0,CDQ,OTHER,,
364993,,0,technical_professional,,,OTHER,,1,0,,,,,OTHER,OTHER,,
365004,,1,technical_professional,,,OTHER,Other,1,1,0,1,0,1,BM,OTHER,,
365015,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365026,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
365037,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
365048,,0,early_others,,,OTHER,,0,,,,,,OTHER,OTHER,,
365059,,1,admin_sales,,,OTHER,Other,1,1,0,0,1,0,OTHER,OTHER,,
365070,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
365081,,1,technical_professional,,,OTHER,0.25,1,1,1,0,1,0,OTHER,OTHER,,
365092,,0,admin_sales,,,OTHER,,1,1,,,,,OTHER,OTHER,,
365103,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365114,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365125,,1,early_others,,,OTHER,,1,,0,0,0,0,OTHER,OTHER,,
365136,,1,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,,
365147,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
365158,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,LPS,,
365169,,1,technical_professional,,,OTHER,0.25,1,1,0,0,0,0,BM,OTHER,,
365180,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365191,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
365202,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,CDQ,,
365213,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
365224,,1,early_others,,,OTHER,,0,,0,0,1,1,BM,OTHER,,
365235,,1,technical_professional,,,OTHER,0.5,1,1,1,1,0,1,BM,OTHER,,
365246,,1,admin_sales,,,OTHER,0.25,1,1,0,0,1,0,BM,OTHER,,
365257,,1,early_others,,,OTHER,,1,,1,0,1,0,OTHER,OTHER,,
365268,,1,early_others,,,OTHER,,0,,1,0,0,1,OTHER,OTHER,,
365279,,1,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,,
365290,,1,early_others,,,OTHER,,0,,1,0,0,0,BM,OTHER,,
365301,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,BM,,
365312,,1,admin_sales,,,OTHER,0.25,1,1,1,0,1,0,OTHER,OTHER,,
365323,,1,early_others,,,OTHER,,0,,0,0,0,1,OTHER,BM,,
365334,,1,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,,
365345,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,OTHER,,
365356,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
365367,,1,early_others,,,OTHER,,0,,0,0,0,0,LPS,OTHER,,
365378,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
365389,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365400,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
365411,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,CDQ,,
365422,,1,early_others,,,OTHER,,0,,1,0,1,0,OTHER,OTHER,,
365433,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365444,,1,technical_professional,,,OTHER,0.5,1,1,0,1,0,0,BM,OTHER,,
365455,,1,technical_professional,,,OTHER,0.5,1,1,0,1,0,0,BM,OTHER,,
365466,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365477,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,CDQ,,
365488,,1,early_others,,,OTHER,0.25,1,1,1,1,1,1,OTHER,OTHER,,
365499,,1,technical_professional,,,OTHER,0.25,1,1,0,1,1,0,OTHER,CDQ,,
365510,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,CDQ,,
365521,,1,technical_professional,,,OTHER,0.5,1,1,0,1,0,0,BM,OTHER,,
365532,,1,early_others,,,OTHER,,1,,0,0,1,0,OTHER,OTHER,,
365543,,1,early_others,,,OTHER,,0,,0,0,0,1,BM,OTHER,,
365554,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365565,,1,early_others,,,OTHER,0.25,1,1,1,1,1,1,OTHER,OTHER,,
365576,,1,early_others,,,OTHER,,1,,0,0,1,1,OTHER,OTHER,,
365587,,1,early_others,,,OTHER,,,,0,0,0,0,OTHER,OTHER,,
365598,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365609,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365620,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
365631,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,BM,,
365642,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365653,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,OTHER,,
365664,,1,early_others,,,OTHER,,0,,1,1,1,1,BM,OTHER,,
365675,,1,technical_professional,,,OTHER,Other,1,0,1,0,1,0,CDQ,OTHER,,
365686,,1,early_others,,,OTHER,,0,,0,1,0,0,CDQ,OTHER,,
365697,,1,technical_professional,,,OTHER,Other,1,1,1,0,1,0,BM,OTHER,,
365708,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,BM,,
365719,,1,technical_professional,,,OTHER,0.5,1,1,0,0,0,1,BM,OTHER,,
365730,,1,admin_sales,,,OTHER,0.25,1,1,0,1,1,1,BM,OTHER,,
365741,,1,technical_professional,,,OTHER,0.5,1,1,0,0,1,0,CDQ,OTHER,,
365752,,1,early_others,,,OTHER,,0,,1,1,1,1,BM,OTHER,,
365763,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365774,,1,early_others,,,OTHER,0.25,1,1,0,0,1,0,BM,OTHER,,
365785,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365796,,1,admin_sales,,,OTHER,0.25,1,0,1,0,0,0,OTHER,CDQ,,
365807,,1,early_others,,,OTHER,,0,,1,1,1,0,OTHER,OTHER,,
365818,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,OTHER,OTHER,,
365829,,1,early_others,,,OTHER,,1,,0,0,1,0,OTHER,OTHER,,
365840,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365851,,1,senior_executives,,,OTHER,Other,1,1,0,0,1,0,OTHER,OTHER,,
365862,,1,early_others,,,OTHER,,0,,0,0,1,1,BM,OTHER,,
365873,,1,early_others,,,OTHER,0.25,1,1,0,0,1,0,OTHER,OTHER,,
365884,,1,early_others,,,OTHER,,1,,0,1,1,0,OTHER,OTHER,,
365895,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,BM,,
365906,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
365917,,1,early_others,,,OTHER,,0,,0,1,0,0,BM,OTHER,,
365928,,1,early_others,,,OTHER,,0,,0,0,0,1,BM,OTHER,,
365939,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
365950,,1,early_others,,,OTHER,,0,,0,1,0,1,BM,OTHER,,
365961,,1,technical_professional,,,OTHER,0.25,1,0,1,0,0,0,BM,OTHER,,
365972,,1,early_others,,,OTHER,0.25,1,1,0,0,1,0,OTHER,OTHER,,
365983,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,,
365994,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366005,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366016,,0,technical_professional,,,OTHER,,1,0,,,,,CDQ,OTHER,,
366027,,1,technical_professional,,,OTHER,Other,1,1,0,1,1,0,BM,OTHER,,
366038,,1,early_others,,,OTHER,,0,,0,0,1,0,BM,OTHER,,
366049,,1,admin_sales,,,OTHER,0.5,1,0,1,0,0,1,BM,OTHER,,
366060,,1,early_others,,,OTHER,,0,,0,1,1,0,CDQ,OTHER,,
366071,,1,admin_sales,,,OTHER,0.25,1,0,0,0,1,0,OTHER,OTHER,,
366082,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366093,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
366104,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,OTHER,,
366115,,1,senior_executives,,,OTHER,0.25,1,0,1,0,0,0,LPS,OTHER,,
366126,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366137,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
366148,,1,early_others,,,OTHER,,0,,0,1,0,1,OTHER,OTHER,,
366159,,1,early_others,,,OTHER,0.25,1,0,0,0,1,0,OTHER,LPS,,
366170,,0,senior_executives,,,OTHER,,1,0,,,,,OTHER,OTHER,,
366181,,1,early_others,,,OTHER,,1,,0,0,1,0,OTHER,BM,,
366192,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,BM,,
366203,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366214,,1,early_others,,,OTHER,,0,,0,0,0,1,BM,OTHER,,
366225,,0,senior_executives,,,OTHER,,1,1,,,,,BM,OTHER,,
366236,,0,technical_professional,,,OTHER,,1,1,,,,,OTHER,OTHER,,
366247,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366258,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366269,,1,technical_professional,,,OTHER,0.25,1,1,1,0,0,1,BM,OTHER,,
366280,,1,early_others,,,OTHER,0.25,1,1,0,1,0,0,OTHER,OTHER,,
366291,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
366302,,1,early_others,,,OTHER,Other,1,0,1,1,1,0,OTHER,OTHER,,
366313,,0,senior_executives,,,OTHER,,1,1,,,,,OTHER,OTHER,,
366324,,1,early_others,,,OTHER,0.25,1,0,1,0,1,1,OTHER,OTHER,,
366335,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366346,,1,technical_professional,,,OTHER,0.25,1,1,1,0,0,1,BM,OTHER,,
366357,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,BM,,
366368,,0,early_others,,,OTHER,,1,1,,,,,BM,OTHER,,
366379,,1,early_others,,,OTHER,,1,,1,0,0,0,CDQ,OTHER,,
366390,,1,early_others,,,BM,0.25,1,1,0,0,1,0,BM,OTHER,,
366401,,1,early_others,,,OTHER,,0,,1,1,1,1,CDQ,OTHER,,
366412,,1,early_others,,,OTHER,0.25,1,1,0,1,0,0,OTHER,OTHER,,
366423,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
366434,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366445,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
366456,,1,early_others,,,OTHER,,0,,1,0,0,1,OTHER,OTHER,,
366467,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
366478,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366489,,1,technical_professional,,,OTHER,Other,1,1,0,1,1,0,BM,OTHER,,
366500,,1,early_others,,,OTHER,,0,,1,1,1,1,BM,OTHER,,
366511,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366522,,1,admin_sales,,,OTHER,0.25,1,1,0,0,1,0,OTHER,BM,,
366533,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
366544,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
366555,,1,early_others,,,OTHER,,0,,1,0,0,1,OTHER,OTHER,,
366566,,0,senior_executives,,,OTHER,,1,0,,,,,BM,OTHER,,
366577,,1,admin_sales,,,OTHER,Other,1,0,1,1,1,1,CDQ,OTHER,,
366588,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366599,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366610,,1,technical_professional,,,OTHER,Other,1,0,0,0,1,0,OTHER,LPS,,
366621,,0,technical_professional,,,OTHER,,1,1,,,,,OTHER,OTHER,,
366632,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,LPS,,
366643,,1,early_others,,,OTHER,,1,,1,0,1,0,OTHER,OTHER,,
366654,,1,early_others,,,OTHER,,0,,0,0,1,0,BM,OTHER,,
366665,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,OTHER,,
366676,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366687,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366698,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366709,,1,early_others,,,OTHER,,0,,0,0,0,0,CDQ,OTHER,,
366720,,1,admin_sales,,,OTHER,0.25,1,1,1,1,0,1,OTHER,BM,,
366731,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,OTHER,,
366742,,1,technical_professional,,,OTHER,0.25,1,1,1,1,1,0,CDQ,OTHER,,
366753,,1,early_others,,,OTHER,,0,,1,1,0,1,BM,OTHER,,
366764,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366775,,1,early_others,,,OTHER,,0,,0,0,0,0,CDQ,OTHER,,
366786,,1,early_others,,,OTHER,,1,,0,1,0,0,BM,OTHER,,
366797,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
366808,,1,early_others,,,OTHER,0.25,1,1,0,0,0,0,OTHER,OTHER,,
366819,,1,early_others,,,OTHER,0.25,1,1,0,1,1,0,BM,OTHER,,
366830,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,CDQ,,
366841,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,CDQ,,
366852,,1,senior_executives,,,OTHER,0.25,1,0,0,1,1,0,OTHER,OTHER,,
366863,,1,senior_executives,,,OTHER,0.25,1,0,0,0,1,0,OTHER,OTHER,,
366874,,1,early_others,,,OTHER,,0,,1,1,0,0,OTHER,OTHER,,
366885,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
366896,,1,early_others,,,OTHER,,0,,1,1,1,0,OTHER,OTHER,,
366907,,1,early_others,,,OTHER,,,,0,0,0,0,OTHER,OTHER,,
366918,,1,early_others,,,OTHER,,0,,1,1,1,1,OTHER,OTHER,,
366929,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
366940,,1,early_others,,,OTHER,,0,,0,1,0,0,CDQ,OTHER,,
366951,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366962,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
366973,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,LPS,,
366984,,1,technical_professional,,,OTHER,0.25,1,1,1,1,1,1,CDQ,OTHER,,
366995,,1,admin_sales,,,OTHER,Other,1,1,0,0,1,0,OTHER,OTHER,,
367006,,1,early_others,,,OTHER,,0,,0,0,0,0,BM,OTHER,,
367017,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,CDQ,,
367028,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
367039,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,BM,,
367050,,1,early_others,,,OTHER,,0,,0,0,0,1,OTHER,BM,,
367061,,0,early_others,,,OTHER,,1,0,,,,,OTHER,OTHER,,
367072,,1,early_others,,,OTHER,,0,,1,0,0,0,LPS,OTHER,,
367083,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,LPS,,
367094,,1,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,,
367105,,1,early_others,,,OTHER,,0,,0,0,0,0,CDQ,OTHER,,
367116,,1,early_others,,,OTHER,0.25,1,1,1,0,0,0,BM,OTHER,,
367127,,1,early_others,,,OTHER,,0,,0,0,0,1,OTHER,OTHER,,
367138,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,BM,,
367149,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367160,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,OTHER,,
367171,,0,senior_executives,,,OTHER,,1,1,,,,,CDQ,OTHER,,
367182,,1,early_others,,,OTHER,,0,,1,0,0,0,OTHER,OTHER,,
367193,,1,early_others,,,OTHER,0.25,1,1,0,1,1,1,BM,OTHER,,
367204,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
367215,,1,technical_professional,,,OTHER,0.25,1,0,0,0,1,0,BM,OTHER,,
367226,,1,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367237,,1,early_others,,,OTHER,,0,,0,0,1,0,BM,OTHER,,
367248,,1,technical_professional,,,OTHER,0.25,1,1,1,1,1,0,CDQ,OTHER,,
367259,,1,early_others,,,OTHER,,0,,0,0,0,1,BM,OTHER,,
367270,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367281,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,CDQ,OTHER,,
367292,,1,early_others,,,OTHER,,0,,1,0,0,1,CDQ,OTHER,,
367303,,1,early_others,,,OTHER,,0,,0,0,1,0,OTHER,OTHER,,
367314,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,BM,OTHER,,
367325,,1,early_others,,,OTHER,,0,,1,0,1,0,CDQ,OTHER,,
367336,,1,early_others,,,OTHER,,0,,1,0,0,0,LPS,OTHER,,
367347,,1,early_others,,,OTHER,,0,,0,0,0,1,CDQ,OTHER,,
367358,,1,technical_professional,,,OTHER,0.25,1,1,0,1,1,0,CDQ,OTHER,,
367369,,1,technical_professional,,,OTHER,Other,1,1,0,0,1,0,BM,OTHER,,
367380,,1,early_others,,,OTHER,,0,,1,0,1,0,LPS,OTHER,,
367391,,1,early_others,,,OTHER,0.5,1,0,0,0,0,0,BM,OTHER,,
367402,,1,technical_professional,,,OTHER,0.25,1,1,0,0,1,0,OTHER,OTHER,,
367413,,1,early_others,,,OTHER,,0,,0,1,1,0,OTHER,OTHER,,
367424,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367435,,0,senior_executives,,,OTHER,,1,0,,,,,OTHER,OTHER,,
367446,,1,early_others,,,OTHER,,0,,0,0,1,0,CDQ,OTHER,,
367457,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367468,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367479,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,OTHER,,
367490,,1,early_others,,,OTHER,,1,,0,0,0,0,OTHER,OTHER,,
367501,,,early_others,,,OTHER,,,,,,,,OTHER,OTHER,,
367512,,1,early_others,,,OTHER,,0,,0,1,0,1,BM,OTHER,,
367523,,1,early_others,,,OTHER,,0,,0,0,0,0,CDQ,OTHER,,
367534,,1,early_others,,,OTHER,,0,,0,1,0,0,OTHER,CDQ,,
367545,,1,early_others,,,OTHER,,0,,0,0,0,0,OTHER,BM,,
